Hotel_Address;Additional_Number_of_Scoring;Review_Date;Average_Score;Hotel_Name;Reviewer_Nationality;Negative_Review;Review_Total_Negative_Word_Counts;Total_Number_of_Reviews;Positive_Review;Review_Total_Positive_Word_Counts;Total_Number_of_Reviews_Reviewer_Has_Given;Reviewer_Score;Tags;days_since_review;lat;lng
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/31/2016;8.5;K K Hotel George; Greece ;No Negative;0;1831; Very comfortable double room excellent breakfast very courteous and helpful staff very close to the Tube many good restaurants in the area walking distance ;26;3;10;[' Business trip ', ' Family with older children ', ' Classic Twin Room ', ' Stayed 2 nights '];550 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/31/2016;8.5;K K Hotel George; Portugal ; Nothing really important;4;1831; Good breakfast Free wi fi Good bar Lovely room with a nice view to the hotel s garden Great bathroom with a very good shower Excellent location;28;29;9.6;[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device '];550 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/31/2016;8.5;K K Hotel George; United Kingdom ;No Negative;0;1831; Easy to get to from the tube station Staff friendly Room was clean The location was quiet Hotel was well presented Good bars and restuarants within walking distance ;30;1;10;[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];550 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/26/2016;8.5;K K Hotel George; United Kingdom ; Room was tiny and was literally next to a lift built behind the cupboards You can hear it clearly every time someone uses it Definitely ask for a room away from one There is a very annoying and fairly loud noise that randomly kicks in any time of the day Guess its the air conditioning but frustrating when you already have the lift making noises from your cupboard The pillows are far too soft your head sinks in and its not comfortable ;84;1831; Good quiet location and only few minutes from a tube station Friendly hotel staff Clean room and bathroom with nice big shower ;24;2;7.1;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night '];555 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/26/2016;8.5;K K Hotel George; United Kingdom ;No Negative;0;1831; A boutique style hotel It had a lovely garden Nice touch with a tablet in the room for wifi use Complimentary fresh fruit plate for us The breakfast was superb Gorgeous serving sparkling dishes and plates Quiet location but within minutes of bustle ;45;11;8.8;[' Business trip ', ' Couple ', ' Executive King Room ', ' Stayed 1 night '];555 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/26/2016;8.5;K K Hotel George; Israel ; a bit petty but important extra socket near the bed for charging the phone computer there was only one for the night light ;25;1831; very nice staff at the front desk ;9;2;9.2;[' Leisure trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 5 nights '];555 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/26/2016;8.5;K K Hotel George; Finland ; This was my sixth visit in K K hotel George I brought this time my whole family with me and had told everybody there would be sparkling wine at the breakfast There was not sparkling wine anymore wich made us unhappy ;43;1831; Near Earl s Court metrostation really easy to reach Staff was very friendly ;15;37;7.5;[' Leisure trip ', ' Family with older children ', ' 2 rooms ', ' Stayed 3 nights '];555 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/24/2016;8.5;K K Hotel George; France ;No Negative;0;1831; Very good continental breakfast excellent location close to earls court tube station The K and K has a very good value and totally refurbished I really recommend it ;30;1;9.2;[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];557 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/24/2016;8.5;K K Hotel George; United Kingdom ; The room was small and very warm even with air conditioning It was situated beside the lift even though I requested a quiet room The bathroom was even smaller ;31;1831;The hotel is located only a 2 minute walk from Earls Court tube and situated on a quiet street Staff are welcoming friendly and knowledgeable The hotel and room was spotless Breakfast was buffet style with a good selection of both continental and English;46;1;7.9;[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];557 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/21/2016;8.5;K K Hotel George; United States of America ; Room a little on the small side though perfect for one person Food in room service could have been a little more interesting Good coffee though ;28;1831; Excellent location helpful staff Comfortable room Heated bathroom floor and lovely towels nice and big ;17;2;9.6;[' Leisure trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night '];560 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/19/2016;8.5;K K Hotel George; United Kingdom ;room was adjacent to staircase on 4th fnloor Sounded like staff used them in he early hours pre breakfast;21;1831; style breakfast bar meals great staff ;8;19;9.2;[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device '];562 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/18/2016;8.5;K K Hotel George; United Arab Emirates ; Small rooms ;4;1831; Perfect Location Great value Very comfortable beds We arrived very early and they allowed us to use the fitness center to shower freshen up which we thought was great Nice lobby Right next to Earls Court Tube stop so plenty of travel links Tube train bus etc plenty of shops and restaurants in the area ;57;33;9.6;[' Leisure trip ', ' Group ', ' Classic Double Room ', ' Stayed 2 nights '];563 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/18/2016;8.5;K K Hotel George; United Kingdom ; English breakfast was not too good and a little cold However they do cater for lots of different nationalities not just the English and there was plenty of choice ;31;1831; Lovely hotel with friendly staff Very comfortable bed and lovely bathroom with good powerful shower and underfloor heating We had a room overlooking the garden which was nice Excellent location Would definitely stay here again ;37;1;10;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night '];563 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/16/2016;8.5;K K Hotel George; Israel ; The room little bit small But for couple is enough in London you spend most of the time outside the hotel so it s ok There is no air condition in the room or it was not working It was very warm in the room we opened the window to get some cold air in January ;58;1831;The price per night is very good relatively to other 4 stars hotels in London The location is very good 2 minutes walk from Earl s Court metro station at Piccadilly line one of the longest metro line in London direct from the Heathrow airport And to all the popular locations in London Near the Hotel there is 2 big supermarket 4 5 good restaurants and 3 cafes The hotel very clean modern and new The breakfast very good not too expensive for full English Breakfast 15 per person At any cafe you ll probably pay the same price or more The bathroom in the rooms big enough and clean This is my second time I m staying in the k k hotels in Europe they are very good;131;19;9.2;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 6 nights ', ' Submitted from a mobile device '];565 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/12/2016;8.5;K K Hotel George; United Kingdom ; Bathroom toilet was very small which is fairly usual for London hotels ;14;1831; Great location really near to Earls Court tube station and restaurants Friendly staff and wonderfully comfortable beds Nice hotel with modern touches Definitely stay again ;27;18;7.5;[' Leisure trip ', ' Family with older children ', ' Classic Twin Room ', ' Stayed 1 night '];569 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/10/2016;8.5;K K Hotel George; United Kingdom ;No Negative;0;1831; Very convenient location for Earl s Court Tube station Warm welcome from reception staff Good breakfast with plenty of choice bacon was crisp and tasty not like far too many restaurants who offer limp boiled bacon ;38;18;10;[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night '];571 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/10/2016;8.5;K K Hotel George; Netherlands ;I filled in the request form to reserve a parking place although the site says reservation is not needed On arrival no reserved parking place because I only made a request Lousy no wifi on 5th floor no cleaning of room after complaining they told us the maid had gone home;53;1831; Location;2;7;5.8;[' Leisure trip ', ' Family with older children ', ' Classic Triple Room ', ' Stayed 2 nights ', ' Submitted from a mobile device '];571 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/10/2016;8.5;K K Hotel George; United Kingdom ; Smallish room water pressure in the shower could have been better;12;1831;Excellent location for the price less than 5 mins walking to Earl s Court underground station which has a direct train to the airport on the Piccadilly line good breakfast;31;59;8.3;[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 2 nights '];571 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/3/2016;8.5;K K Hotel George; United Kingdom ; Prior to booking this hotel we assumed you had disabled facilities but when we arrived there was no disabled facilities which made our stay very uncomfortable we will not be staying again ;34;1831;The staff were friendly the meal was nice could not use front entrance like everyone else had to use underground car park and go up hill 20 metres and down 20 metres down its a accident waiting to happen;41;1;7.1;[' Leisure trip ', ' Family with older children ', ' Classic Triple Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];578 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/3/2016;8.5;K K Hotel George; Turkey ;The standard room was really too small so they offered to upgrade us to a bigger room We really appreciated that because we were going to spend 6 days in that hotel But even the bigger room is not that big however we realized that this is the case in nearly all London hotels The room did not have central heating It was December and for people like us who are accustomed to warmer climate the room was really cold When we told about it they supplied an electric radiator for us which heated the room but the bathroom was still very cold As in all London central hotels this hotel is also not value for money If it were say in Munich or Milan it definitely would be half this price;134;1831;Its central location its proximity to metro station 3 min walk to Earl s Court Underground Station free internet delicious and varied food for breakfast and most importantly the really friendly and helpful staff members were the plus sides;40;42;7.1;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 6 nights '];578 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;1/2/2016;8.5;K K Hotel George; Thailand ; Only one luft was in operation during peak season Single room was quite small Double rooms looked larger ;20;1831;Everything a boutique hotel should be Well located on a quiet side street 1 minute walk to Earls Court station Tasteful design throughout with great thought to efficency of design Really impressive My single room was quite small but well laid out I WILL go back Liked it the best of 30 hotels I ve stayed in London;60;11;9.6;[' Leisure trip ', ' Solo traveler ', ' Classic Single Room ', ' Stayed 4 nights ', ' Submitted from a mobile device '];579 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;12/30/2015;8.5;K K Hotel George; United Kingdom ; See above tangent ;5;1831;Staff were indifferent and sullen I was given the impression the guests there were an inconvenience I left two personal items behind after checking out and after ringing on 9 seperate occasions speaking to several staff members and emailing supposed head of housekeeping I got nowhere not once did anyone ring me back even after promising everytime they would and I never heard from them about my items Ever They also gave me a 20 year old folding cot bed with a 1 mattress to sleep on for 3 nights I Would have thought 1000 plus for 3 nights would have afforded me a bed Yes I complained and they relented eventually Although the location is fantasticly placed I would never ever recommend this hotel to anyone in fact stay well away;134;2;4.2;[' Leisure trip ', ' Group ', ' Classic Triple Room ', ' Stayed 3 nights ', ' Submitted from a mobile device '];582 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;12/29/2015;8.5;K K Hotel George; United States of America ;I booked a night with the wrong date canceled and rebooked for the next night The booking was made within 24 hours of the stay and the cancellation was not processed When I arrived they insisted I pay for the canceled booking I should have just walked away but thought I could resolve it They were rude and steadfast in insisting I pay for the canceled night I contacted Booking com to help resolve the situation Booking com were very helpful recognized I had made a mistake booking the wrong night and contacted the hotel to resolve the issue The hotel blankly refused Not very nice people at all I would never stay again;116;1831;No Positive;0;7;4.2;[' Leisure trip ', ' Couple '];583 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;12/27/2015;8.5;K K Hotel George; United States of America ; We were promised the same room we had We left for six days and when we came back they offered us a room off the lobby by the elevator There was no division between the double bed and the single bed I had to insist they give us another room The manager did not want to go out of her way even though I insisted I finally said I would write a letter She gave us a double and single on a higher floor ;86;1831;No Positive;0;3;8.3;[' Leisure trip ', ' Family with older children ', ' Classic Triple Room ', ' Stayed 2 nights '];585 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;12/26/2015;8.5;K K Hotel George; United Kingdom ; Breakfast not the best of choices and although we were still in good time it was barely warm felt like leftovers;22;1831; Hotel staff very helpful hotel was spotlessly clean well maintained;11;1;8.3;[' Leisure trip ', ' Family with older children ', ' Classic Triple Room ', ' Stayed 2 nights ', ' Submitted from a mobile device '];586 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;12/25/2015;8.5;K K Hotel George; Germany ;in spite of the environmental friendly policy our towels were exchanged on the 2nd day although we had not dropped them on the floor which is an unnecessary waste of resources;32;1831; very convenient location great breakfast friendly staff lovely atmosphere very comfortable beds;13;16;9.6;[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 3 nights '];587 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;12/24/2015;8.5;K K Hotel George; United States of America ; It was kind of far from typical tourist attractions although most of them were within the reach of a single tube ride ;24;1831; Staff was really kind and the facilities overall were really clean ;13;2;8.8;[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];588 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;12/22/2015;8.5;K K Hotel George; United Kingdom ;1 Didn t feel that the executive room was anything amazing bathrobes and a larger bed but room generally small we were in 307 2 Had to queue for breakfast both mornings could you not provide tea coffee for those who have to wait we waited 15 minutes 3 Too warm;53;1831; Bar area and Reception good;6;1;7.1;[' Leisure trip ', ' Family with older children ', ' Executive King Room ', ' Stayed 2 nights '];590 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;12/22/2015;8.5;K K Hotel George; United Kingdom ;No Negative;0;1831;We love everything about the Hotel George the location the facilities the staff and as this was our 4th stay in 5 years couldn t stay last year due to illness or it would have been 5 I think that speaks for itself;45;1;10;[' Leisure trip ', ' Family with older children ', ' Classic Triple Room ', ' Stayed 2 nights '];590 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;12/22/2015;8.5;K K Hotel George; Ireland ;On my previous visit I had booked a car parking space which was key to my decision to staying at this hotel When I arrived there was a denial that I had made a booking This was resolved eventually but the receptionist to whom I had made the booking came up with some waffle that the hotel had not received the booking until the 16th Dec 2 days after my original stay However my booking had been made with booking com on the 6th Dec so one way or another someone cocked up but I was blamed for the failure in their communication Poor show;107;1831; On this occasion the room was larger than on my recent stay which made things more comfortable however the bathroom was tiny The d cor was OK perhaps functional is an apt description There was minimal noise from the street which is a blessing in such a highly populated area and the location adjacent to Earls Court station was ideal ;62;24;8.3;[' Leisure trip ', ' Couple ', ' Executive King Room ', ' Stayed 2 nights '];590 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;12/18/2015;8.5;K K Hotel George; United States of America ;No Negative;0;1831; I went to London to visit my niece who was studying in London This hotel was ideally located in Earl s Court close to her apartment and the tube station Very nice hotel and staff Nice selection of food at breakfast Located in a very quiet neighborhood but just minutes from the shops and stores at Earl s Court ;61;3;9.6;[' Leisure trip ', ' Solo traveler ', ' Classic Twin Room ', ' Stayed 2 nights '];594 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;12/16/2015;8.5;K K Hotel George; Ireland ; The website is misleading the property looks a little tired and feels claustrophobic The parking charges on the full website were higher than on the mobile website which demonstrates a lack of attention to detail The bathroom was tiny ;41;1831; Room was OK if a little small and this was a King Executive Tea coffee making facilities were missing but most importantly it was pretty quiet and comfortable I requested a room change from a shower to a bath which was accommodated ;44;24;7.5;[' Business trip ', ' Solo traveler ', ' Executive King Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];596 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;12/15/2015;8.5;K K Hotel George; Germany ; Room was small bathroom very small Breakfast room too small people had to queue every morning Coffee and tea not up to standard Breakfast buffet was good ;29;1831; Location was great lots of nice pubs and restaurants nearby very close to underground easy to get to from heathrow excellent bed ;24;3;8.8;[' Leisure trip ', ' Group ', ' Classic Triple Room ', ' Stayed 3 nights '];597 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;12/15/2015;8.5;K K Hotel George; United Kingdom ; Base in the shower was a bit slippery and stained ;12;1831; Very quiet area nice to have a room with access to the garden I like the fact that it is a small hotel Plus I like the fact that it was a shower cubicle rather than over the bath shower ;42;1;8.3;[' Leisure trip ', ' Family with young children ', ' Classic Triple Room ', ' Stayed 2 nights ', ' Submitted from a mobile device '];597 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;12/1/2015;8.5;K K Hotel George; United Kingdom ; Parking required a degree in physics to accomplish as the spaces are tight but better than nothing u guess;20;1831; Excellent location close to station location has parking which is very important;13;3;8.3;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];611 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;11/28/2015;8.5;K K Hotel George; United Kingdom ;Having paid to upgrade was very disappointed as the bowl of fruit in the room was a plate with a few slices on it and we needed to remind them Having paid for an executive room expected executive service as was told no tables for available for breakfast They told us we would have to wait and only needed a table for 2 not 6 They know which rooms are which and could have given us priority having upgraded so we went out for a hot breakfast On the first day the cooked food was cold eggs bacon and beans the reception need to speak to firm they use for taxis to the station We were told 25 minutes to Liverpool Street it took one hour and five minutes and we had prepaid tickets on the train so could not afford to miss it We had to run to catch the train by the skin of our teeth it would have been expensive had we missed it to pay on the day The fare quoted was 26 we were charged 30 and taxi driver said there was no way we could have got there in 25 minutes I have emailed the hotel manager with my comments to give positive feedback but so far no acknowledgement nor reply Very disappointed overall;222;1831; Location staff and cleanliness ;6;2;7.1;[' Leisure trip ', ' Couple ', ' Executive King Room ', ' Stayed 2 nights ', ' Submitted from a mobile device '];614 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;11/28/2015;8.5;K K Hotel George; United Kingdom ;Attic room with windows so high up we couldn t see out Bathroom although clean was dated a bit 1990s and mixer tap didn t work on shower so water was either scalding or tepid I didn t realise this still happened in London;46;1831; Great breakfast all the usual items just higher quality plus cava and nice touches like Austrian apple strudel ;20;2;7.9;[' Leisure trip ', ' Group ', ' Classic Twin Room ', ' Stayed 2 nights '];614 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;11/27/2015;8.5;K K Hotel George; United Kingdom ;The hotel arranged for a taxi to take us to the station at a fixed price of 25 00 it was a private firm and not a London black cab Although the driver was very pleasant and got us to the station on time the car itself absolutely stank of cigarette smoke Not pleasant;56;1831; Good staff comfortable bed and pillows although we were a little disappointed at the size of the executive bedroom Excellent choice of food at breakfast The bar area is a relaxing place to sit and have a drink with friends or just to sit quietly by the warm fire ;51;22;8.8;[' Leisure trip ', ' Couple ', ' Executive King Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];615 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;11/24/2015;8.5;K K Hotel George; France ; One of the staff at reception in the evening apparently has some issues as he was very rude to my wife The rest of the staff were pleasant and helpful ;32;1831;2 minutes from Earl s Court tube Hotel has everything you would want in London Good breakfast comfortable room free wifi that works;25;69;8.8;[' Leisure trip ', ' Couple ', ' Executive King Room ', ' Stayed 5 nights '];618 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;11/24/2015;8.5;K K Hotel George; Switzerland ; We had no ventilation in bathroom;7;1831; The location is superb close to Central and all shopping areas as well as restaurants Our room was good size very comfy Excellent breakfast with big variety vegetarian and vegan options and bubbly ;35;10;8.3;[' Leisure trip ', ' Group ', ' Classic Triple Room ', ' Stayed 2 nights '];618 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;11/10/2015;8.5;K K Hotel George; Sweden ; The beds Quite small room We asked if there were complimentary coffee somewhere but were not informed that we had it in the room It was hidden in the cupboard ;32;1831;The location the view from room 221 Nice breakfast room with excellent breakfast and a nice view to the garden Coffee and tea in room;27;8;7.9;[' Leisure trip ', ' Group ', ' Classic Twin Room ', ' Stayed 3 nights '];632 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;11/7/2015;8.5;K K Hotel George; Belgium ; Nothing ;3;1831; The hotel is situated in a quiet neighbourhood and is close to the underground station of Earls Court Very friendly staff Delicious breakfast ;25;1;10;[' Leisure trip ', ' Family with older children ', ' Classic Triple Room ', ' Stayed 3 nights '];635 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;11/3/2015;8.5;K K Hotel George; United Kingdom ; we had a bit of a hiccup the room we were given first as we opened the door the smell of smoke was very bad they moved us to a other room which was lovely;36;1831; been before had a very good stay;8;1;10;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night '];639 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;11/1/2015;8.5;K K Hotel George; Croatia ; Small rooms but very tidy Room insolation not perfect we could hear people from the room next to ours ;21;1831; Well connected and quite location Great breakfast service and stuff ;12;3;8.8;[' Leisure trip ', ' Family with young children ', ' Classic Triple Room ', ' Stayed 3 nights ', ' Submitted from a mobile device '];641 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;10/29/2015;8.5;K K Hotel George; United Kingdom ; Room and bathroom were far too hot even with both bedroom windows open it was too hot;18;1831; Location excellent tube is close by so travel is easy Breakfast excellent Staff friendly Rooms spotless bed was so soft and comfy;23;12;9.2;[' Business trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device '];644 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;10/28/2015;8.5;K K Hotel George; China ; Nothing It s perfect ;6;1831;Excellent location 2 minutes to Earl s Court underground clean room and new facilities friendly staff a good variety of breakfast to choose from;26;30;9.2;[' Leisure trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 2 nights '];645 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;10/24/2015;8.5;K K Hotel George; Finland ; The first room with a king size bed we got had incredibly loud floorboards and no bath we then switched rooms to a twin suite which was much more satisfactory The view many had complimented was rather underwhelming and this from the fifth floor ;46;1831; The place is nice and the breakfast is very good It was nice that you could open the windows to air out the room though in all honesty the room really needed that option;35;1;6.3;[' Leisure trip ', ' Couple ', ' Executive King Room ', ' Stayed 5 nights '];649 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;10/8/2015;8.5;K K Hotel George; United States of America ;It s a hotel needs little updating Continental breakfast buffet was ok hot entrees sometimes only warm often selections were gone faster than the help could replace printer to computer was inoperable the 4 days we stayed Room wi fi was so so;44;1831; Location near Earls Court underground was great Newspapers and TV stations were good View of gardens was nice lots of choices in the buffet nice to have a mini fridge in the small room ;36;18;8.3;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 4 nights '];665 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;10/1/2015;8.5;K K Hotel George; United Kingdom ; No bad experiences at all;6;1831; There was little or nothing wrong with this excellent hotel Our room was very comfortable and a good size for a London hotel It was clean tidy and well equipped The staff were first class They were polite helpful and did it all with a smile which meant a lot The breakfast menu was comprehensive and of good quality We will certainly pay a return visit ;68;2;8.8;[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights '];672 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;9/16/2015;8.5;K K Hotel George; United States of America ;No Negative;0;1831; Beautiful hotel great location friendly helpful staff good breakfast included in the price LOVED the help yourself Nescafe in the lobby while waiting for breakfast Thank you ;29;1;10;[' Leisure trip ', ' Family with older children ', ' Classic Triple Room ', ' Stayed 1 night '];687 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;8/25/2015;8.5;K K Hotel George; United Kingdom ; Very expensive would not have stayed except meeting US family at same hotel I trod on sharp debris initially thought it was glass turned out to be shards of plastic probably from a pen on my room carpet which I stood on as I got into bed Staff brought a hoover up to clean but we found more in the morning Shows room had not been properly cleaned Unable to open window as it was stiff and too high up tried standing on a chair Room was tiny and not good value for money ;96;1831; Location for us was important Main public areas high standard and parking a bonus;15;5;5;[' Leisure trip ', ' Group ', ' Classic Twin Room ', ' Stayed 1 night '];709 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;8/18/2015;8.5;K K Hotel George; United Kingdom ; Parking was an issue and we had to spend time asking around other hotels for a space Breakfast quite comprehensive get in quick or you ll miss out on some items Breakfast tea was not a brand to savour Left it after a sip Some guests had also left items uncovered e g Cheese selection and flies were enjoying these There was a timid fox in the garden Although it was lovely to see with small children in particular it is a risk Mobile coverage seemed to be poor and Wifi alleviated issues to some extent ;98;1831; Great location great amenities transport links Rooms had all key requirements Staff helpful;14;1;7.9;[' Leisure trip ', ' Solo traveler ', ' Classic Triple Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];716 day;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;8/1/2017;8.5;K K Hotel George; United Kingdom ;No Negative;0;1831; The enormous garden is a rare treat in London;10;2;9.2;[' Business trip ', ' Family with young children ', ' Classic Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device '];2 days;51.4918878;-0.1949706
1 15 Templeton Place Earl s Court Kensington and Chelsea London SW5 9NB United Kingdom;244;7/26/2017;8.5;K K Hotel George; China ; The room is relatively small ;7;1831; The Location is very near the Earl s Court Station of Piccadilly tube ;15;2;9.2;[' Leisure trip ', ' Family with young children ', ' Classic Triple Room ', ' Stayed 3 nights '];8 days;51.4918878;-0.1949706
